signal,entry_time,exit_time,pair,direction,pair_entry,pair_exit,r_actual,outcome,sl_pts_dxy,dxy_outcome,dxy_entry,dxy_tp,dxy_sl,london_open,gap_pts_at_lon,wave_ext_pts
LON_ATTR_LONG,2025-11-07 11:30:00+00:00,2025-11-07 15:00:00+00:00,GBPUSD,short,1.31161,1.31629,-1.0,loss,1730,loss,99.674,99.847,99.501,99.864,,
LON_ATTR_LONG,2025-11-07 11:30:00+00:00,2025-11-07 15:00:00+00:00,NZDUSD,short,0.56196,0.5623,-0.201,loss,1730,loss,99.674,99.847,99.501,99.864,,
LON_ATTR_LONG,2025-11-07 11:30:00+00:00,2025-11-07 15:00:00+00:00,USDCHF,long,0.80576,0.80363,-1.0,loss,1730,loss,99.674,99.847,99.501,99.864,,
LON_ATTR_LONG,2025-11-07 11:30:00+00:00,2025-11-07 15:00:00+00:00,USDJPY,long,153.071,153.207,0.786,win,1730,loss,99.674,99.847,99.501,99.864,,
LON_ATTR_LONG,2025-11-13 10:15:00+00:00,2025-11-13 17:15:00+00:00,AUDUSD,short,0.65713,0.6552,0.717,win,2690,loss,99.266,99.535,98.997,99.538,,
LON_ATTR_LONG,2025-11-13 10:15:00+00:00,2025-11-13 17:15:00+00:00,EURUSD,short,1.16178,1.16541,-1.0,loss,2690,loss,99.266,99.535,98.997,99.538,,
LON_ATTR_LONG,2025-11-13 10:15:00+00:00,2025-11-13 17:15:00+00:00,GBPUSD,short,1.31607,1.32144,-1.0,loss,2690,loss,99.266,99.535,98.997,99.538,,
LON_ATTR_LONG,2025-11-13 10:15:00+00:00,2025-11-13 17:15:00+00:00,NZDUSD,short,0.5676,0.56754,0.024,win,2690,loss,99.266,99.535,98.997,99.538,,
LON_ATTR_LONG,2025-11-13 10:15:00+00:00,2025-11-13 17:15:00+00:00,USDCAD,long,1.39921,1.40131,0.781,win,2690,loss,99.266,99.535,98.997,99.538,,
LON_ATTR_LONG,2025-11-13 10:15:00+00:00,2025-11-13 17:15:00+00:00,USDCHF,long,0.79521,0.79116,-1.0,loss,2690,loss,99.266,99.535,98.997,99.538,,
